1,1668.67, 1668.67,1869.1,2276.23,
2,1570.97, 1570.97,1802.65,2434.49,
3,1542.19, 1542.19,1813.33,2258.84,
4,1535.17, 1540.88,1807.49,2226.78,
5,1518.06, 1522.69,1724.71,2339.83,
6,1475.35, 1479.77,1750.99,2288.45,
7,1450.34, 1458.67,1741.92,2294.18,
8,1450.34, 1468.9,1705.08,2231.4,
9,1450.34, 1470.29,1716.61,2148.34,
10,1409, 1409,1637.28,2220.81,
11,1347.05, 1350.42,1617.95,2081.65,
12,1314.64, 1317.22,1554.19,1975.84,
13,1310.61, 1322.8,1607.4,2126.3,
14,1303.93, 1327.03,1634.13,2141.2,
15,1298.51, 1301.06,1567.32,2183.24,
16,1296.52, 1317.45,1559.15,2144.03,
17,1296.52, 1311.19,1545.62,2039.93,
18,1296.52, 1304.59,1577.39,2055.53,
19,1296.52, 1308.62,1567.92,2056.8,
20,1296.52, 1310.66,1558.74,1992.13,
21,1296.52, 1332.82,1561.6,2080.1,
22,1296.52, 1320.91,1548.56,2058.9,
23,1296.52, 1314.61,1598.77,2039.79,
24,1296.52, 1310.96,1597.93,2157.35,
25,1296.52, 1326.72,1589.28,1992.8,
26,1293.82, 1296.93,1552.21,2056.09,
27,1293.82, 1299.87,1555.59,2035.08,
28,1285.94, 1287.37,1542.68,2076.2,
29,1285.94, 1306.29,1545.16,2105.89,
30,1285.94, 1315.84,1534.38,2031.86,
31,1285.94, 1292.54,1558.56,2017.29,
32,1285.94, 1296.75,1528.1,2141.07,
33,1285.94, 1304.55,1526.8,2112.96,
34,1285.94, 1305.03,1559.31,2079.57,
35,1285.94, 1310.58,1564.4,2077.87,
36,1285.94, 1312.44,1591.58,2131.75,
37,1285.94, 1307.05,1539.98,1978.61,
38,1285.04, 1293.92,1528.56,1996.67,
39,1285.04, 1303.84,1538.28,2040.95,
40,1285.04, 1299.97,1566.75,2207.21,
41,1285.04, 1310.37,1533.97,2034.13,
42,1285.04, 1299.17,1560.64,2087.28,
43,1285.04, 1298.75,1519.77,2031.91,
44,1285.04, 1293.61,1546.29,1978.72,
45,1285.04, 1301.51,1535.31,2010.28,
46,1285.04, 1297.75,1555.92,2083.91,
47,1285.04, 1296.41,1525.17,2015.41,
48,1285.04, 1297.17,1535.4,2071.97,
49,1285.04, 1310.83,1586.59,2116.5,
50,1285.04, 1301.39,1583.62,2126.62,
51,1285.04, 1290.09,1565.16,2111.47,
52,1285.04, 1290.85,1553.17,2030.6,
53,1285.04, 1288.49,1538.52,2047.46,
54,1285.04, 1294.81,1558.79,2124.61,
55,1285.04, 1291.47,1554.85,2083.48,
56,1285.04, 1297.21,1550.49,2041.15,
57,1285.04, 1297.82,1539.63,2101.16,
58,1285.04, 1297.92,1525.38,2003.92,
59,1285.04, 1298.71,1546.59,2018.9,
60,1285.04, 1290.14,1522.11,2021.91,
61,1285.04, 1305.76,1544.04,2102.94,
62,1285.04, 1288.47,1520.62,2073.8,
63,1285.04, 1305.52,1520.83,2066.84,
64,1285.04, 1298.27,1563.75,1996.91,
65,1285.04, 1307,1550.78,2017.36,
66,1285.04, 1294.68,1572.7,2061.72,
67,1285.04, 1291.86,1552.73,1987.27,
68,1285.04, 1290.6,1527.49,2010.4,
69,1285.04, 1293.73,1531.73,2023.94,
70,1284.28, 1296.52,1522.47,1996.71,
71,1284.28, 1306.9,1533.16,1935.51,
72,1284.28, 1298.56,1515.5,1988.93,
73,1284.28, 1302.45,1506.29,2013.69,
74,1284.28, 1301,1501.52,1916.4,
75,1284.28, 1296.21,1530.82,2086.95,
76,1284.28, 1308.77,1556.16,2037.37,
77,1284.28, 1307.36,1537.89,1977.68,
78,1284.28, 1296.68,1519.43,1955.35,
79,1284.28, 1297.19,1521.17,2073.83,
80,1284.28, 1293.57,1527.38,2025.66,
81,1284.28, 1301.97,1562.2,2101.02,
82,1284.28, 1295.5,1509.94,1990.26,
83,1284.28, 1315.32,1562.52,2056.79,
84,1284.28, 1298.63,1520.82,2012.1,
85,1284.28, 1298.33,1531.46,2043.85,
86,1284.28, 1296.06,1524.55,1960.32,
87,1284.28, 1296.83,1542.32,2016.13,
88,1284.28, 1299.71,1523.05,1932.81,
89,1284.28, 1296.59,1506.2,1971.74,
90,1284.28, 1295.15,1521.23,2022.9,
91,1284.28, 1305.11,1521.27,2084.04,
92,1284.28, 1307.91,1526.16,1899.5,
93,1284.28, 1313.8,1524.01,1967.06,
94,1284.28, 1297.9,1498.09,2019.78,
95,1284.28, 1304.57,1550.26,1989.44,
96,1284.28, 1314.43,1525.79,2026.81,
97,1284.28, 1296.18,1516.9,1902.04,
98,1284.28, 1297.27,1517.37,2106.09,
99,1284.28, 1292.75,1525.95,1994.62,
100,1284.28, 1297.88,1538.48,2021.77,
