1,1040.37, 1043.86,1239.27,1640.59,
2,1040.37, 1041.85,1256.3,1667.66,
3,1040.37, 1050.83,1260.25,1704.09,
4,1040.37, 1044.27,1253.11,1675.55,
5,1040.37, 1045,1267.9,1742.59,
6,1040.37, 1040.37,1251.38,1670.92,
7,1040.37, 1040.89,1253.79,1667.66,
8,1040.37, 1043.47,1242.83,1673.79,
9,1040.37, 1043.69,1270.6,1730.69,
10,1040.37, 1043.47,1258.17,1606.79,
11,1040.37, 1043.03,1244.22,1655.19,
12,1040.37, 1043.54,1256.63,1686.94,
13,1040.37, 1049.38,1267.95,1757.07,
14,1040.37, 1040.37,1256.41,1677.74,
15,1040.37, 1043.99,1253.23,1624.55,
16,1040.37, 1042.72,1255.72,1649.7,
17,1040.37, 1042.37,1259.08,1695.1,
18,1040.37, 1043.86,1253.56,1711.5,
19,1040.37, 1045.34,1289.1,1764.79,
20,1040.37, 1040.37,1253.39,1630.66,
21,1040.37, 1043.86,1245.58,1641.92,
22,1040.37, 1042.39,1250.52,1671.42,
23,1040.37, 1047.03,1264.58,1677.03,
24,1040.37, 1040.37,1267.69,1705.65,
25,1040.37, 1045.63,1276.14,1662.72,
26,1040.37, 1040.37,1253.01,1672,
27,1040.37, 1045.34,1271.43,1759.35,
28,1040.37, 1043.99,1243,1586.15,
29,1040.37, 1042.72,1258.01,1654.23,
30,1040.37, 1042.35,1253.7,1628.81,
31,1040.37, 1043.76,1253.64,1673.79,
32,1040.37, 1040.89,1250.57,1658.44,
33,1040.37, 1042.57,1254.39,1678.87,
34,1040.37, 1046.34,1251.83,1639.04,
35,1040.37, 1042.37,1249.7,1675.69,
36,1040.37, 1043.47,1243.17,1656.85,
37,1040.37, 1043.35,1248.4,1673.17,
38,1040.37, 1042.37,1248.07,1630.1,
39,1040.37, 1044.2,1265.47,1781.03,
40,1040.37, 1042.57,1246.43,1629.85,
41,1040.37, 1043.54,1246.76,1640.88,
42,1040.37, 1044.38,1264.07,1767.43,
43,1040.37, 1042.87,1253.44,1682.98,
44,1040.37, 1044.74,1269.44,1770.49,
45,1040.37, 1046.52,1254.82,1676.34,
46,1040.37, 1046.67,1259.87,1668.88,
47,1040.37, 1040.89,1249.02,1664.73,
48,1040.37, 1041.85,1255.5,1675.09,
49,1040.37, 1044.38,1265.38,1683.44,
50,1040.37, 1040.37,1247.35,1671.48,
51,1040.37, 1045.49,1271.88,1700.5,
52,1040.37, 1048.36,1248.55,1669.79,
53,1040.37, 1043.65,1258.08,1673.98,
54,1040.37, 1045.38,1262.72,1664.72,
55,1040.37, 1052.23,1286.15,1774.67,
56,1036.78, 1045.71,1258.77,1729.78,
57,909.134, 917.666,1128.67,1568.51,
58,909.134, 913.038,1141.87,1608.95,
59,909.134, 917.924,1146.24,1607.38,
60,909.134, 925.546,1144.03,1616.43,
61,909.134, 917.666,1142.29,1656.49,
62,909.134, 921.296,1157.82,1583.32,
63,895.869, 900.318,1148.38,1553.6,
64,895.869, 904.404,1147.25,1547.59,
65,895.869, 919.713,1168.99,1553.16,
66,895.869, 901.474,1173.1,1590.59,
67,895.869, 899.691,1173.26,1589.35,
68,895.869, 901.836,1169.95,1664.07,
69,895.869, 901.795,1149.5,1519.57,
70,895.869, 910.876,1160.54,1574.01,
71,895.869, 898.359,1156.31,1545.06,
72,895.869, 898.221,1159.9,1666.69,
73,895.869, 902.229,1166.48,1598.86,
74,895.869, 902.433,1175.1,1590.13,
75,895.869, 906.841,1165.97,1581.59,
76,895.869, 901.836,1165.82,1562.72,
77,895.869, 903.485,1158.76,1584.3,
78,895.869, 901.344,1168.45,1589.77,
79,895.869, 899.691,1137.1,1562.41,
80,895.869, 904.188,1151.3,1627.7,
81,895.869, 912.575,1180.76,1688.53,
82,895.869, 899.021,1128.55,1647.55,
83,895.869, 908.673,1178.62,1573.06,
84,895.869, 905.793,1186.52,1603.09,
85,895.869, 898.221,1165.2,1567.71,
86,895.869, 901.134,1152.99,1626.95,
87,895.869, 902.396,1166.17,1572.73,
88,895.869, 910.593,1160.49,1643.28,
89,895.869, 897.828,1160.84,1577.06,
90,895.869, 899.021,1151.96,1553.49,
91,895.869, 904.294,1166.07,1577.63,
92,895.869, 901.133,1148.97,1621.52,
93,895.869, 901.474,1163.43,1583.55,
94,895.869, 902.229,1159.58,1540.8,
95,895.869, 900.18,1168.84,1571.93,
96,895.869, 908.464,1162.57,1581.33,
97,895.869, 908.353,1158.26,1574.25,
98,895.869, 899.021,1160.52,1592.09,
99,895.869, 900.294,1145.29,1643.33,
100,895.869, 901.344,1172.89,1575.2,
