1,1971.91,1971.91,2212.34,2420.59
2,1867.67,1867.67,2050.71,2284.22
3,1792.96,1792.96,1955.49,2135.76
4,1632.91,1632.91,1854.57,2163.56
5,1544.15,1544.15,1723.24,1891.82
6,1438,1438,1610.12,1859.41
7,1398.31,1398.31,1546.62,1843.96
8,1366.9,1366.9,1543.02,1809.24
9,1332.25,1332.25,1486.89,1763.87
10,1298.49,1298.49,1503.05,1791.23
11,1219.7,1219.7,1447.82,1728.07
12,1205.89,1205.89,1408.99,1811.32
13,1171.02,1171.02,1361.19,1695.37
14,1145.89,1145.89,1350.09,1582.69
15,1145.89,1156.68,1363.18,1710.38
16,1138.3,1138.3,1341.49,1655.53
17,1138.3,1148.9,1336,1688.59
18,1138.3,1138.3,1341.49,1659.7
19,1137.05,1137.05,1301.49,1560.69
20,1124.86,1124.86,1363.99,1700.89
21,1105.33,1105.33,1302.15,1593.88
22,1065.65,1065.65,1296.67,1669.42
23,1057.31,1057.31,1232.45,1619.58
24,1053.09,1053.09,1244.93,1488.45
25,1034.19,1034.19,1231.97,1519.25
26,1022.97,1022.97,1242.91,1602.49
27,1016.07,1016.07,1218.77,1694.58
28,1016.07,1022.97,1188.09,1450.54
29,1016.07,1044.14,1239.11,1554.9
30,1016.07,1048.6,1255.4,1643.62
31,1016.07,1027.43,1231.66,1606.23
32,1016.07,1028.3,1251.05,1561.46
33,1016.07,1032.33,1262.78,1579.7
34,1016.07,1028.3,1223.61,1534.46
35,1014.72,1014.72,1218.81,1466.54
36,1014.72,1018.46,1222.3,1578.4
37,999.076,999.076,1208.37,1582.44
38,999.076,1010.29,1183.8,1506.83
39,999.076,1001.9,1207.86,1569.11
40,990.683,990.683,1201.61,1477.95
41,990.683,994.713,1166.48,1389.18
42,990.683,990.972,1166.34,1541.67
43,990.683,994.713,1195.97,1557.94
44,990.683,1008.73,1183.59,1509.69
45,990.683,1016.89,1184.08,1439.63
46,990.683,1015.38,1247.73,1544.15
47,990.683,1012.5,1230.75,1513.05
48,990.683,1014.44,1212.92,1559.46
49,990.683,1029.73,1237.07,1560.12
50,990.683,1032.61,1282.18,1575.76
51,990.683,1017.32,1243.5,1511.36
52,990.683,1018.51,1263.86,1554.95
53,990.683,1018.94,1242.5,1511.77
54,990.683,1016.29,1274.73,1542.66
55,990.683,1010.54,1220.74,1518.89
56,990.683,1011.38,1220.61,1573.6
57,990.683,1008.31,1235.85,1542.22
58,990.683,1014.08,1227.14,1540.09
59,990.683,1013.24,1241.05,1655.55
60,990.683,1001.51,1238.36,1654.72
61,990.683,998.628,1255.4,1661.01
62,990.683,1006.17,1216.37,1604.04
63,990.683,1028.08,1268.66,1643.31
64,990.683,1006.17,1212.87,1571.04
65,990.683,1020.19,1227.9,1544.05
66,990.683,1006.17,1239.71,1527.7
67,990.683,1005.75,1201.75,1516.65
68,990.683,1010.17,1203.3,1537.43
69,990.683,1013.05,1198.75,1553.87
70,990.683,1003.25,1195.25,1463.1
71,990.683,1044.48,1232.22,1555.8
72,990.683,1019.65,1264.68,1587.26
73,990.683,1015.22,1221.55,1566.22
74,990.683,1018.73,1217.78,1545.27
75,990.683,1021.97,1224.93,1519.14
76,990.683,1013.59,1194.85,1539.94
77,990.683,1021.52,1193.92,1411.5
78,990.683,993.401,1233.49,1557.55
79,987.251,987.251,1214.5,1466.56
80,975.404,975.404,1179.64,1454.69
81,975.404,983.295,1188.82,1443.45
82,975.404,975.404,1213.36,1503.03
83,969.843,969.843,1180.1,1443.45
84,969.843,971.352,1176.11,1455.99
85,969.843,980.036,1174.75,1451.19
86,969.843,971.352,1186.72,1499.45
87,969.843,976.12,1162.67,1509.13
88,946.188,946.188,1163.68,1426.87
89,946.188,960.206,1144.67,1408.5
90,946.188,955.002,1149.83,1372.35
91,944.79,944.79,1145.24,1389.44
92,943.281,943.281,1120.17,1394.43
93,939.918,939.918,1155.53,1419.5
94,939.918,942.708,1137.87,1415.22
95,939.918,941.185,1123.17,1382.04
96,939.155,939.155,1150.7,1417.14
97,939.155,951.609,1171.56,1395.22
98,939.155,946.113,1161.41,1414.57
99,933.66,933.66,1132.38,1348.1
100,933.66,939.155,1137.61,1384.34
