1,1399.56, 1399.56,1606.1,2095.98,
2,1223.73, 1225.64,1467.14,2057.78,
3,1216.43, 1218.34,1445.06,1873.82,
4,1216.43, 1228.73,1486.86,1875.68,
5,1178.64, 1191.95,1403.87,1802.1,
6,1178.64, 1214.3,1485.48,1914.35,
7,1178.64, 1214.22,1429.09,1974.67,
8,1178.64, 1212.56,1454.83,1928.68,
9,1178.64, 1188.18,1407.95,1737.6,
10,1178.64, 1217.3,1402.12,1927.17,
11,1178.64, 1208.66,1453.72,1804.65,
12,1178.64, 1207.8,1424.24,1814.68,
13,1178.64, 1186.94,1369.45,1794.93,
14,1175.54, 1175.54,1361.76,1834.56,
15,1173.63, 1194.75,1412.23,1833.22,
16,1173.63, 1177.24,1390.99,1726.05,
17,1160.14, 1160.25,1394.08,1743.85,
18,1160.14, 1214.6,1417.7,1730.84,
19,1160.14, 1202.6,1445.09,1810.51,
20,1160.14, 1202.61,1421.46,1709.4,
21,1160.14, 1185.73,1413.4,1827.03,
22,1160.14, 1178.16,1388.42,1776.3,
23,1160.14, 1185.96,1426.94,1904.6,
24,1160.14, 1194.71,1431.94,1849.01,
25,1160.14, 1179.55,1409.26,1804.99,
26,1160.14, 1193.14,1413.99,1682.75,
27,1160.14, 1206.92,1422.09,1831.37,
28,1160.14, 1180.22,1410.88,1746.47,
29,1160.14, 1184.18,1425.08,1782.83,
30,1160.14, 1218.4,1470.35,1854.99,
31,1160.14, 1200.34,1387.56,1976.61,
32,1160.14, 1212.69,1415.95,1955.84,
33,1160.14, 1178.38,1405.51,1875.93,
34,1160.14, 1210.02,1435.54,1776.34,
35,1160.14, 1192.79,1406.87,1821.23,
36,1160.14, 1206.82,1445.4,1851.51,
37,1160.14, 1188.61,1409.26,1883.26,
38,1160.14, 1175.42,1440.34,1880.43,
39,1160.14, 1168.71,1386.27,1743.23,
40,1160.14, 1164.34,1435.3,1776.13,
41,1160.14, 1209.69,1400.31,1824.68,
42,1155.37, 1178.36,1396.85,1735.88,
43,1148.94, 1158.62,1376.38,1805.18,
44,1145.35, 1160.12,1374.31,1688.85,
45,1145.35, 1168.59,1365.73,1707.41,
46,1145.35, 1175.16,1377.24,1677.26,
47,1145.35, 1211.15,1427.36,1764.3,
48,1145.35, 1184.66,1411.14,1845.83,
49,1145.35, 1208.52,1459.92,1892.38,
50,1145.35, 1155.7,1393.56,1837.19,
51,1145.35, 1208.71,1440.26,1849.13,
52,1145.35, 1164.37,1407.72,1903.3,
53,1145.35, 1175.84,1451.63,1960.19,
54,1132, 1132,1343.77,1704.41,
55,1132, 1178.25,1404.83,2003.47,
56,1132, 1162.6,1396.87,1780.18,
57,1132, 1167.44,1420.19,1781.99,
58,1132, 1156.69,1387.93,1843.18,
59,1132, 1173.46,1403.9,1934.48,
60,1132, 1186.64,1382.96,1749.79,
61,1132, 1177.48,1413.3,1892.46,
62,1132, 1154.08,1401.44,1855.59,
63,1132, 1161.43,1389.08,1859.96,
64,1132, 1189.25,1443.93,1921.48,
65,1132, 1170.4,1383.6,1904.55,
66,1132, 1147.31,1349.23,1813.43,
67,1132, 1199.14,1406.23,1828.14,
68,1132, 1158.61,1362.01,1705.76,
69,1132, 1158.56,1381.67,1768.74,
70,1132, 1182.81,1432.08,1813.88,
71,1132, 1177.8,1384.9,1827.57,
72,1132, 1167.79,1406.77,1862.32,
73,1132, 1173.51,1421.08,1877.97,
74,1132, 1171.45,1414.24,1860.01,
75,1132, 1155.18,1422.71,1787.66,
76,1132, 1147.39,1374.92,1731.23,
77,1132, 1152.08,1382.57,1826.24,
78,1132, 1174.52,1394.28,1861.28,
79,1132, 1174.07,1405.48,1776.96,
80,1132, 1171.09,1415.27,1870.93,
81,1132, 1197.82,1445.05,1831.69,
82,1132, 1192.97,1414.93,1804.85,
83,1132, 1169.09,1424.53,1775.77,
84,1132, 1183.87,1389.73,1907.04,
85,1132, 1191.05,1432.94,1855.85,
86,1132, 1155.35,1380.05,1843.94,
87,1132, 1204.92,1421.12,1763.17,
88,1132, 1204.91,1420.81,1969.85,
89,1132, 1185.85,1425.36,1845,
90,1132, 1181.16,1440.78,1856.67,
91,1132, 1172.53,1450.53,1814,
92,1132, 1185.12,1445.03,1835.98,
93,1132, 1162,1411.15,1864.07,
94,1132, 1176.63,1391.66,1806.1,
95,1132, 1198.9,1436.72,1815.83,
96,1132, 1211.28,1473.19,1875.9,
97,1132, 1190,1436.68,1845.25,
98,1132, 1177.3,1416.22,1895.32,
99,1132, 1171.62,1449.39,1880.94,
100,1132, 1194.01,1415.85,1865.31,
