0,1573.96,2123.98,2541.43,
1,1248.05,1597.68,2179.39,
2,1098.8,1435.75,2027.61,
3,934.082,1296.41,1921.22,
4,857.119,1123.59,1785.8,
5,827.633,1068.45,1716.17,
6,823.131,1014.65,1708.82,
7,812.749,1003.35,1687.2,
8,812.486,976.952,1579.86,
9,812.486,977.774,1740.63,
10,812.486,972.927,1673.53,
11,811.948,974.745,1776.37,
12,810.694,998.706,1667.72,
13,810.694,977.309,1604.08,
14,810.694,970.191,1579.97,
15,810.694,975.574,1644.14,
16,810.694,968.236,1589.97,
17,810.694,973.661,1579.97,
18,810.694,972.359,1579.97,
19,810.573,971.077,1579.97,
20,810.573,976.268,1611.33,
21,810.573,974.97,1653.31,
22,810.573,981.148,1628.47,
23,810.573,980.272,1584.02,
24,810.573,978.43,1563.66,
25,810.573,976.302,1669.71,
26,810.573,972.768,1555.68,
27,810.573,977.204,1588.85,
28,810.573,978.411,1570.54,
29,810.573,971.701,1602.91,
30,810.573,978.555,1564.05,
31,810.573,976.781,1595.58,
32,810.573,976.841,1583.49,
33,810.573,974.215,1576.35,
34,810.573,976.83,1620.08,
35,810.573,975.492,1688.6,
36,810.573,975.187,1692.69,
37,810.573,978.326,1650.69,
38,810.573,975.371,1656.36,
39,810.573,977.423,1696.83,
40,810.573,981.473,1630.13,
41,810.573,975.988,1639.59,
42,810.573,978.911,1607.33,
43,810.573,974.412,1555.68,
44,810.573,980.187,1555.68,
45,810.573,977.696,1608.6,
46,810.573,975.84,1655.37,
47,810.573,975.629,1663.82,
48,810.573,978.039,1644.24,
49,810.573,977.933,1720.95,
50,810.573,975.174,1679.94,
